mlsfc,mcate_nm,Sex,Age,Month,time,day,fav_plc,click
식당,카페(도심),F,16,8,2,수,치킨,0
식당,카페(도심),M,53,10,20,일,퓨전,1
식당,카페(도심),F,23,7,12,목,피쉬앤그릴,0
식당,카페(도심),M,22,8,15,일,소형갤러리,1
식당,카페(도심),M,38,2,12,금,테마공원/대형놀이공원,0
식당,카페(도심),F,44,1,24,금,카페쎄리오,0
식당,카페(도심),F,52,2,11,목,대형시민/도심공원,1
식당,카페(도심),F,49,5,18,목,관광농원/허브마을,0
식당,카페(도심),M,48,3,13,목,죽전문,0
식당,기타아이스크림,M,50,7,11,수,대형전시/박물관,0
식당,기타아이스크림,M,35,1,18,화,카페쎄리오,1
식당,카페(도심),M,48,12,19,월,스무디킹,1
식당,카페(도심),M,58,10,3,토,폭포/계곡,1
식당,카페(도심),M,56,10,15,수,닭/오리구이,0
식당,카페(도심),M,37,8,20,금,분식,1
식당,카페(도심),F,46,11,10,화,탐앤탐스,0
식당,카페(도심),M,21,7,16,금,놀부부대찌개,1
식당,떡집,M,26,9,20,수,국수전문,1
식당,카페(도심),M,55,4,24,일,대형전시/박물관,1
식당,카페(도심),F,54,3,7,토,군락/서식지/생태보호구역,0
식당,카페(도심),M,51,7,3,금,컨벤션센터,1
식당,카페(도심),F,44,7,17,금,할리스커피,1
식당,카페(도심),M,46,11,15,목,대형예술센터,0
식당,카페(도심),M,35,3,7,목,커피빈,0
식당,카페(도심),M,36,1,5,목,스타벅스,1
식당,카페(도심),F,49,4,23,일,한스델리,1
식당,카페(도심),M,27,4,15,목,닭/오리구이,1
식당,카페(도심),M,52,9,8,토,배스킨라빈스31,1
식당,다방,F,56,1,20,목,탐앤탐스,1
식당,카페(도심),M,42,3,20,일,보양식,0
식당,카페(도심),F,42,12,18,일,기타아이스크림,0
식당,카페(도심),F,30,12,3,목,더후라이팬,0
식당,카페(도심),F,37,8,1,금,닭/오리구이,0
식당,카페(도심),F,53,9,8,일,주커피,0
식당,카페(도심),F,24,5,9,토,할리스커피,1
식당,카페(도심),M,46,7,8,금,굽네치킨,0
식당,카페(도심),F,54,11,17,월,고택/생가/민속마을,1
식당,카페(도심),F,27,1,19,일,인도음식,1
식당,카페(도심),M,26,10,6,일,맥시칸,0
식당,카페(도심),F,38,8,21,일,애슐리,0
식당,다방,M,43,11,3,수,돈까스전문,1
식당,카페(도심),F,37,2,13,토,대형예술센터,1
식당,카페(도심),F,41,10,16,금,폭포/계곡,0
식당,카페(도심),M,44,4,18,목,놀부보쌈,0
식당,카페(도심),M,23,5,4,월,찌개/탕전문,1
식당,카페(도심),M,21,2,22,화,공차,1
식당,카페(도심),F,41,7,6,월,휴양림/수목원,0
식당,카페(도심),M,30,3,8,금,피쉬앤그릴,1
식당,카페(도심),F,36,8,16,월,호텔부페,1
식당,카페(도심),M,17,4,16,화,파파이스,1
식당,다방,F,58,8,7,수,맘스터치,0
식당,다방,M,58,9,14,월,우동,1
식당,떡집,F,34,5,1,화,KFC,1
식당,카페(도심),M,32,2,17,일,생고기/등심,0
식당,카페(도심),F,47,1,18,수,지역근린공원,0
식당,다방,F,38,9,4,수,대형호수/저수지,0
식당,다방,M,24,10,7,금,굽네치킨,1
식당,카페(도심),F,14,7,22,토,이디야,1
식당,카페(도심),M,20,3,22,월,보물,0
식당,카페(도심),M,58,10,14,토,나뚜루,1
식당,카페(도심),M,46,7,1,일,경양식,1
식당,떡집,F,26,10,11,일,파리바게뜨,0
식당,카페(도심),M,55,9,12,목,카페(도심),0
식당,카페(도심),M,31,5,1,월,한솥도시락,0
식당,카페(도심),M,28,6,16,토,던킨도너츠,1
식당,카페(도심),F,20,9,9,목,컨벤션센터,1
식당,카페(도심),F,57,4,9,금,파파존스피자,1
식당,카페(도심),M,40,6,6,목,서원/향교/서당,0
식당,카페(도심),M,56,11,1,일,유명사적/유적지,0
식당,카페(도심),M,24,9,14,목,생선회,0
식당,카페(도심),F,48,9,8,월,초밥/롤전문,0
식당,카페(도심),F,37,2,6,토,우동,1
식당,카페(도심),M,44,6,17,일,구민/시민회관,0
식당,카페(도심),M,43,4,15,토,일반관광지,0
식당,카페(도심),M,31,9,15,목,파파이스,0
식당,카페(도심),M,53,1,2,토,T.G.I.프라이데이스,1
식당,카페(도심),M,24,11,9,토,분식,1
식당,카페(도심),F,52,8,21,목,삼겹살,0
식당,카페(도심),M,16,9,1,토,냉면,1
식당,카페(도심),F,45,8,21,화,피쉬앤그릴,0
식당,카페(도심),M,54,12,8,화,파스타전문,1
식당,카페(도심),M,34,3,18,화,지역근린공원,1
식당,카페(도심),M,21,2,18,목,야식(24시간오픈),0
식당,떡집,M,58,6,4,토,갈비/불고기,0
식당,카페(도심),M,15,6,9,화,돈까스전문,1
식당,카페(도심),F,33,5,16,금,맥도날드,1
식당,카페(도심),M,27,9,9,일,족발/보쌈,0
식당,카페(도심),F,34,11,18,목,로티보이,1
식당,카페(도심),M,48,4,2,화,뚜레쥬르,1
식당,카페(도심),F,14,8,18,화,프랑스음식,0
식당,카페(도심),F,57,3,11,목,서원/향교/서당,1
식당,카페(도심),M,55,6,8,수,스무디킹,0
식당,카페(도심),M,32,2,16,일,해물요리,1
식당,카페(도심),F,26,6,5,일,커피빈,1
식당,카페(도심),M,52,1,5,일,피자,1
식당,카페(도심),M,17,8,14,목,요거프레소,0
식당,카페(도심),F,25,4,15,토,공차,0
식당,카페(도심),F,58,5,19,화,컨벤션센터,0
식당,다방,F,52,7,13,목,맥도날드,0
식당,다방,M,54,3,2,수,카페쎄리오,0
식당,카페(도심),F,22,2,9,수,성/성터,0
식당,카페(도심),F,51,8,12,일,유명관광지,0
식당,카페(도심),F,32,12,17,화,대형호수/저수지,0
식당,카페(도심),F,36,10,21,수,대형기념관/묘역,0
식당,카페(도심),F,57,4,21,수,치킨,1
식당,카페(도심),F,15,12,21,일,냉면,1
식당,카페(도심),M,35,8,8,수,닭/오리구이,1
식당,카페(도심),M,46,10,1,월,벌집삼겹살,1
식당,카페(도심),F,45,10,14,월,이디야,0
식당,카페(도심),M,29,5,1,금,삼겹살,0
식당,카페(도심),M,24,11,19,수,닭익는마을,1
식당,카페(도심),F,32,7,17,화,퓨전,1
식당,카페(도심),M,26,6,24,수,버거킹,1
식당,카페(도심),F,52,2,18,화,굽네치킨,0
식당,카페(도심),F,17,3,17,월,맥도날드,1
식당,기타아이스크림,M,45,5,6,월,원할머니보쌈,1
식당,카페(도심),F,58,3,9,화,페리카나,1
식당,카페(도심),F,42,1,5,금,파스쿠찌,0
식당,카페(도심),F,34,4,20,일,한솥도시락,1
식당,카페(도심),M,58,3,13,월,원할머니보쌈,0
식당,카페(도심),M,30,4,1,월,보양식,0
식당,카페(도심),M,47,5,2,목,생선회,0
식당,카페(도심),M,22,2,4,일,카페베네,0
식당,카페(도심),F,59,3,12,일,카페베네,1
식당,공차,F,20,1,7,일,해물요리,1
식당,카페(도심),F,34,11,4,수,피자,1
식당,카페(도심),M,49,3,14,일,피자,1
식당,카페(도심),M,40,2,8,토,이디야,1
식당,카페(도심),F,57,2,16,목,BBQ치킨,0
식당,카페(도심),F,14,9,7,금,치킨,0
식당,할리스커피,M,48,11,21,목,찌개/탕전문,1
식당,카페(도심),F,58,1,23,일,놀부보쌈,0
식당,망고식스,M,17,3,9,금,주커피,1
식당,카페(도심),M,23,6,18,일,생고기/등심,0
식당,카페(도심),M,16,4,12,일,맥도날드,1
식당,기타아이스크림,M,21,12,5,수,교촌치킨,0
식당,카페(도심),F,17,1,11,토,빕스,1
식당,카페(도심),F,29,2,2,수,차전문점,1
식당,카페(도심),M,18,9,1,일,드롭탑,1
식당,카페(도심),M,29,5,5,목,원할머니보쌈,0
식당,카페(도심),M,51,10,23,수,비/탑/문/각,0
식당,카페(도심),F,53,6,15,수,햄버거/도너츠/샌드위치,0
식당,카페(도심),F,21,3,10,목,생고기/등심,1
식당,카페(도심),F,20,5,21,목,굽네치킨,1
식당,이디야,M,29,10,16,일,나뚜루,0
식당,이디야,F,34,10,16,목,한정식,0
식당,카페(도심),M,21,10,19,목,파파이스,0
식당,카페(도심),F,34,1,8,월,대형시민/도심공원,0
식당,카페(도심),M,25,6,23,월,퓨전,0
식당,카페(도심),M,26,4,2,월,버거킹,0
식당,카페(도심),F,54,2,5,목,망고식스,1
식당,카페(도심),F,55,9,11,화,도미노피자,0
식당,카페(도심),F,25,2,24,월,퓨전,0
식당,카페(도심),M,29,3,2,금,샤브샤브,1
식당,카페(도심),F,46,3,18,화,로티보이,0
식당,카페(도심),F,52,11,5,수,다방,0
식당,카페(도심),F,58,11,24,월,식물원,0
식당,카페(도심),M,18,8,9,화,지역사찰,1
식당,카페(도심),M,51,2,7,화,설빙,1
식당,카페(도심),F,23,3,9,목,도미노피자,1
식당,다방,M,26,2,9,월,대형호수/저수지,0
식당,카페(도심),M,41,6,1,목,카페쎄리오,1
식당,떡집,M,25,9,14,수,나뚜루,1
식당,다방,F,15,2,12,금,지역축제,0
식당,떡집,F,39,6,20,토,BBQ치킨,1
식당,카페(도심),F,59,7,2,일,휴양림/수목원,0
식당,카페(도심),M,34,4,12,화,인도음식,1
식당,카페(도심),F,19,10,12,토,던킨도너츠,0
식당,카페(도심),M,45,5,5,월,페리카나,0
식당,카페(도심),M,55,12,22,토,유명사찰,1
식당,카페(도심),F,37,4,23,화,성/성터,1
식당,카페(도심),F,59,10,18,수,삼겹살,0
식당,카페(도심),M,29,7,3,월,스무디킹,1
식당,카페(도심),F,48,5,5,일,벌집삼겹살,1
식당,카페(도심),F,45,2,5,수,대형기념관/묘역,1
식당,카페(도심),M,33,1,19,일,카페(관광지),0
식당,카페(도심),M,36,6,9,금,휴양림/수목원,1
식당,다방,F,51,4,17,목,파스쿠찌,0
식당,카페(도심),M,28,1,9,수,생고기/등심,0
식당,카페(도심),F,24,3,22,월,주커피,1
식당,카페(도심),F,20,10,16,일,먹거리/패션거리,0
식당,카페(도심),M,41,9,2,수,차전문점,0
식당,카페(도심),M,44,10,11,토,유명사적/유적지,0
식당,카페(도심),M,26,3,15,화,비/탑/문/각,1
식당,카페(도심),F,56,3,15,목,유명관광지,0
식당,카페(도심),F,43,5,9,일,벌집삼겹살,0
식당,카페(도심),F,47,7,4,목,동물원,0
식당,카페(도심),F,26,3,13,토,일반유원지/일반놀이공원,0
식당,카페(도심),M,25,9,19,토,주커피,0
식당,카페(도심),M,15,4,8,화,대형시민/도심공원,0
식당,카페(도심),F,46,10,3,월,스무디킹,1
식당,카페(도심),F,33,11,3,금,파파존스피자,0
식당,카페(도심),M,52,9,2,월,지역사찰,0
식당,카페(도심),M,19,12,13,금,유명사적/유적지,1
식당,카페(도심),M,27,10,13,토,경양식,1
식당,카페(도심),F,27,1,5,목,일반한식,0
식당,카페(도심),F,24,3,23,토,할리스커피,1
식당,카페(도심),F,41,9,8,월,유명관광지,0
식당,카페(도심),F,16,1,23,월,버거킹,0
식당,카페(도심),F,59,7,17,월,카페(관광지),1
식당,카페(도심),F,30,4,3,토,엔제리너스,1
식당,카페(도심),F,58,1,11,수,원할머니보쌈,1
식당,카페(도심),M,58,9,10,토,파파존스피자,0
식당,카페(도심),M,52,10,17,일,스타벅스,1
식당,카페(도심),M,27,2,1,수,BBQ치킨,0
식당,카페(도심),M,28,7,22,토,생고기/등심,0
식당,카페(도심),M,49,11,3,금,비/탑/문/각,1
식당,뚜레쥬르,M,59,3,17,화,요거프레소,0
식당,카페(도심),M,56,6,18,일,대형호수/저수지,1
식당,카페(도심),M,55,12,4,화,샤브샤브,1
식당,카페(도심),M,26,9,21,수,대형미술관,1
식당,카페(도심),M,53,3,24,금,유명사적/유적지,0
식당,카페(도심),M,47,9,10,토,분식,1
식당,카페(도심),M,53,4,14,목,몸보신,0
식당,카페(도심),M,26,1,1,일,던킨도너츠,1
식당,카페(도심),F,20,6,18,금,대형기념관/묘역,1
식당,카페(도심),M,57,7,15,목,로티보이,1
식당,카페(도심),F,18,12,16,월,철판요리,1
식당,카페(도심),F,37,10,23,일,카페(관광지),0
식당,카페(도심),M,50,2,13,월,갈비/불고기,1
식당,카페(도심),F,42,7,12,금,파리바게뜨,1
식당,카페(도심),M,25,8,15,목,KFC,1
식당,카페(도심),F,30,11,9,수,탐앤탐스,0
식당,카페(도심),M,57,8,20,수,돈까스전문,1
식당,카페(도심),M,42,1,13,토,더후라이팬,1
식당,카페(도심),M,55,10,17,목,더후라이팬,1
식당,카페(도심),M,21,1,5,토,동물원,0
식당,카페(도심),M,35,9,22,화,지역축제,0
식당,카페(도심),M,53,7,1,금,굽네치킨,0
식당,카페(도심),M,41,3,3,금,미술관,1
식당,카페(도심),M,59,10,23,월,분식,0
식당,카페(도심),M,21,8,21,월,이디야,1
식당,카페(도심),F,58,6,17,토,도시락,1
식당,카페(도심),M,29,11,16,금,이탈리아음식,0
식당,카페(도심),F,45,12,12,목,BBQ치킨,0
식당,카페(도심),M,17,3,2,수,뚜레쥬르,1
식당,카페(도심),F,59,7,10,토,돈까스전문,0
식당,카페(도심),F,26,4,9,일,카페(관광지),1
식당,카페(도심),M,52,1,20,월,커피빈,1
식당,카페(도심),F,18,6,1,화,컨벤션센터,1
식당,카페(도심),F,34,6,13,월,식물원,1
식당,할리스커피,F,17,8,2,화,카페띠아모,0
식당,파스쿠찌,M,52,3,6,화,크리스피크림도넛,0
식당,카페(도심),F,58,2,22,수,한스델리,1
식당,카페(도심),M,52,10,2,월,KFC,0
식당,카페(도심),F,42,11,8,토,우동,0
식당,카페(도심),M,34,8,1,목,본죽,1
식당,카페(도심),M,59,5,24,토,보물,1
식당,카페(도심),M,23,1,14,일,국수전문,1
식당,카페(도심),F,34,4,4,토,지역축제,1
식당,이디야,F,30,1,13,일,치킨,0
식당,카페(도심),M,24,4,17,월,설빙,1
식당,카페(도심),M,26,7,1,화,닭익는마을,0
식당,카페(도심),M,44,8,6,화,스테이크전문,1
식당,카페(도심),F,53,5,14,일,일반유원지/일반놀이공원,1
식당,카페(도심),F,28,3,14,일,맘스터치,0
식당,던킨도너츠,M,58,4,14,월,생고기/등심,0
식당,카페(도심),F,22,4,8,월,곱창/양구이,0
식당,카페(도심),M,54,4,18,화,대형예술센터,0
식당,카페(도심),F,23,11,7,일,일반한식,1
식당,크리스피크림도넛,F,54,10,21,금,유명사적/유적지,1
식당,카페(도심),F,31,12,16,수,소형갤러리,1
식당,카페(도심),M,25,12,10,목,돈까스전문,1
식당,카페(도심),M,49,9,9,수,족발/보쌈,1
식당,카페(도심),M,52,10,13,일,아쿠아리움/대형수족관,1
식당,드롭탑,M,48,12,9,화,빕스,1
식당,카페(도심),F,43,2,9,화,유명사찰,1
식당,카페(도심),M,37,1,1,월,온천지역,0
식당,카페(도심),M,34,2,7,일,전문부페,1
식당,카페(도심),M,33,2,7,목,초밥/롤전문,1
식당,카페(도심),M,23,11,7,목,카페베네,0
식당,카페(도심),M,22,1,2,토,테마공원/대형놀이공원,1
식당,카페(도심),F,58,1,11,월,떡집,1
식당,카페(도심),M,26,12,5,금,버거킹,1
식당,카페(도심),F,26,2,23,일,크리스피크림도넛,0
식당,카페(도심),F,41,1,14,목,대형예술센터,1
식당,카페(도심),F,35,10,17,금,미술관,1
식당,카페(도심),F,43,8,15,금,페리카나,1
식당,카페(도심),F,15,3,14,금,족발/보쌈,1
식당,카페(도심),M,57,9,21,일,엔제리너스,1
식당,카페(도심),F,47,6,12,월,대형예술센터,0
식당,카페(도심),F,42,12,22,금,이탈리아음식,0
식당,카페(도심),M,15,10,8,목,더후라이팬,1
식당,카페(도심),F,35,6,9,목,교촌치킨,0
식당,카페(도심),M,27,10,12,금,로티보이,1
식당,카페(도심),F,19,9,12,목,뚜레쥬르,0
식당,카페(도심),M,24,7,4,토,대형시민/도심공원,0
식당,카페(도심),M,23,9,8,일,스무디킹,1
식당,카페(도심),M,18,7,13,수,뚜레쥬르,1
식당,카페(도심),F,53,12,11,화,스테이크전문,1
식당,카페(도심),F,20,1,6,월,맥도날드,1
식당,카페(도심),M,44,2,24,월,햄버거/도너츠/샌드위치,1
식당,카페(도심),M,29,7,16,금,토속/특산물/기념품매장,1
식당,카페(도심),M,22,4,8,월,지역근린공원,0
식당,카페(도심),F,41,9,11,수,전문부페,0
식당,카페(도심),M,31,1,12,목,성/성터,1
식당,카페(도심),F,45,1,3,월,애슐리,0
식당,카페(도심),F,37,8,5,토,식물원,1
식당,카페(도심),F,36,12,6,목,애슐리,0
식당,카페(도심),F,54,2,19,일,더후라이팬,0
식당,카페(도심),F,39,9,13,일,원할머니보쌈,1
식당,카페(도심),M,21,11,23,화,크리스피크림도넛,0
식당,카페(도심),F,22,1,10,금,기타전시/박물관,1
식당,카페(도심),F,42,11,8,목,탐앤탐스,1
식당,카페(도심),M,35,4,22,수,철판요리,0
식당,스타벅스,M,58,5,11,금,토속/특산물/기념품매장,1
식당,카페(도심),M,56,3,21,수,테마공원/대형놀이공원,1
식당,카페(도심),M,56,7,20,월,카페띠아모,1
식당,카페(도심),F,27,6,10,화,서원/향교/서당,0
식당,이디야,F,37,2,16,화,도미노피자,0
식당,카페(도심),F,17,2,21,목,요거프레소,0
식당,카페(도심),M,51,12,11,일,스테이크전문,1
식당,카페(도심),M,16,1,23,토,아쿠아리움/대형수족관,1
식당,카페(도심),M,19,1,14,화,버거킹,1
식당,카페(도심),M,52,5,21,일,기타아이스크림,1
식당,카페(도심),M,44,11,17,월,주커피,0
식당,카페(도심),F,53,1,4,금,KFC,0
식당,크리스피크림도넛,M,32,9,1,토,애슐리,1
식당,카페(도심),F,53,1,7,금,카페띠아모,0
식당,카페(도심),M,46,8,12,화,몸보신,1
식당,스타벅스,F,38,3,7,화,전통찻집,0
식당,카페(도심),F,14,6,8,목,빕스,1
식당,카페(도심),M,53,10,15,토,도시락,0
식당,카페(도심),M,41,9,8,목,소형갤러리,1
식당,카페(도심),F,14,8,21,목,닭/오리구이,1
식당,카페(도심),M,58,2,1,월,대형시민/도심공원,0
식당,카페(도심),M,56,2,10,토,온천지역,1
식당,카페(도심),F,44,5,21,일,빕스,1
식당,카페(도심),F,40,7,2,화,할리스커피,1
식당,카페(도심),M,27,12,16,목,대형시민/도심공원,1
식당,카페(도심),M,28,7,24,금,한스델리,0
식당,카페(도심),M,42,3,5,금,암자,0
식당,카페(도심),F,53,11,16,수,소형갤러리,0
식당,카페(도심),M,57,9,7,토,대형시민/도심공원,0
식당,카페(도심),M,53,8,10,토,미술관,1
식당,카페(도심),F,26,7,22,월,카페(관광지),0
식당,공차,F,38,8,13,화,탐앤탐스,1
식당,카페(도심),F,53,11,15,토,스무디킹,0
식당,카페(도심),M,20,9,9,금,BBQ치킨,0
식당,던킨도너츠,F,54,7,5,목,나뚜루,0
식당,설빙,M,15,11,7,화,커피빈,0
식당,카페(도심),F,18,5,15,토,빕스,1
식당,카페(도심),M,25,10,11,토,관광농원/허브마을,1
식당,카페(도심),F,43,12,12,금,원할머니보쌈,1
식당,할리스커피,M,42,3,4,금,공차,0
식당,할리스커피,M,41,11,3,토,던킨도너츠,0
식당,망고식스,M,23,3,22,월,대형예술센터,1
식당,카페(도심),F,19,6,4,토,족발/보쌈,1
식당,카페(도심),M,28,1,19,토,일반한식,1
식당,떡집,F,41,5,11,토,나뚜루,0
식당,카페(도심),M,40,6,17,월,전통찻집,1
식당,카페(도심),F,25,11,6,금,보양식,0
식당,카페(도심),M,41,4,17,목,T.G.I.프라이데이스,0
식당,카페(도심),F,28,3,13,일,철판요리,1
식당,카페(도심),M,26,12,10,일,교촌치킨,1
식당,카페(도심),F,42,7,20,목,커피빈,1
식당,카페(도심),M,23,8,11,화,일반관광지,1
식당,카페(도심),F,28,6,7,월,지역사찰,0
식당,카페(도심),M,46,12,3,금,벌집삼겹살,1
식당,카페(도심),M,15,8,14,금,주커피,1
식당,카페(도심),M,43,11,3,수,커피빈,0
식당,카페(도심),F,46,3,3,수,컨벤션센터,1
식당,카페(도심),M,46,9,9,월,지역근린공원,0
식당,카페(도심),M,47,2,18,금,닭익는마을,1
식당,카페(도심),F,22,10,1,금,관광농원/허브마을,1
식당,카페(도심),M,18,1,13,수,놀부보쌈,1
식당,떡집,M,19,4,11,월,호텔부페,1
식당,카페(도심),F,53,8,9,수,파스타전문,1
식당,카페(도심),M,33,6,12,금,카페쎄리오,0
식당,카페(도심),F,28,11,1,금,지역근린공원,0
식당,카페(도심),M,34,12,10,목,파스쿠찌,1
식당,카페(도심),F,56,8,7,수,생고기/등심,0
식당,카페(도심),M,41,12,9,월,몸보신,0
식당,카페(도심),M,40,10,1,목,크리스피크림도넛,0
식당,카페(도심),M,37,3,10,일,대형기념관/묘역,1
식당,카페(도심),M,16,3,20,목,유명관광지,0
식당,차전문점,F,32,9,19,월,식물원,1
식당,카페(도심),M,54,3,3,목,토속/특산물/기념품매장,1
식당,카페(도심),F,19,4,13,목,군락/서식지/생태보호구역,0
식당,카페(도심),M,24,5,3,월,지역근린공원,1
식당,카페(도심),F,17,6,4,목,유명사찰,0
식당,카페(도심),M,30,2,22,목,공차,1
식당,카페(도심),M,18,5,23,화,아쿠아리움/대형수족관,1
식당,카페(도심),F,22,9,9,토,보양식,1
식당,카페(도심),F,21,10,24,수,버거킹,0
식당,카페(도심),M,18,7,2,금,기타전시/박물관,1
식당,카페(도심),M,26,8,5,금,지역근린공원,0
식당,카페(도심),F,24,3,2,목,죽전문,0
식당,카페(도심),F,44,4,23,월,유명사찰,0
식당,카페(도심),M,50,6,7,목,교촌치킨,1
식당,카페(도심),M,19,7,20,수,카페베네,0
식당,카페(도심),F,40,3,19,목,기타전시/박물관,1
식당,전통찻집,F,29,3,8,토,투썸플레이스,0
식당,카페(도심),F,44,6,4,금,대형예술센터,0
식당,카페(도심),M,48,9,1,수,투썸플레이스,1
식당,카페(도심),F,56,2,9,수,할리스커피,0
식당,카페(도심),F,41,8,15,금,크리스피크림도넛,0
식당,카페(도심),F,46,4,4,수,놀부보쌈,0
식당,카페(도심),F,14,4,19,월,해물요리,1
식당,카페(도심),F,20,4,9,일,나뚜루,1
식당,카페(도심),M,52,6,5,금,초밥/롤전문,1
식당,카페(도심),F,46,3,1,금,생선회,0
식당,카페(도심),M,54,5,17,수,공연/연극/문화센터,0
식당,카페(도심),F,55,1,12,금,공연/연극/문화센터,0
식당,카페(도심),M,53,4,18,월,대형전시/박물관,0
식당,카페(도심),M,24,1,14,토,분식,0
식당,떡집,M,43,3,7,금,온천지역,0
식당,카페(도심),F,41,2,18,월,아웃백스테이크하우스,0
식당,카페(도심),M,57,1,1,토,탐앤탐스,0
식당,카페(도심),F,31,11,8,금,떡집,1
식당,카페(도심),F,28,6,15,목,유명사찰,0
식당,카페(도심),M,18,10,4,화,햄버거/도너츠/샌드위치,0
식당,카페(도심),F,20,11,14,금,기타아이스크림,1
식당,카페(도심),M,49,2,14,월,이탈리아음식,0
식당,카페(도심),M,51,6,8,목,동물원,0
식당,카페(도심),F,34,5,11,토,드롭탑,1
식당,카페(도심),F,23,11,13,목,T.G.I.프라이데이스,1
식당,카페(도심),F,49,7,13,토,휴양림/수목원,1
식당,카페(도심),M,49,10,9,월,초밥/롤전문,0
식당,카페(도심),F,35,1,14,목,피자헛,0
식당,떡집,M,54,4,3,일,드롭탑,0
식당,카페(도심),F,29,6,23,월,찌개/탕전문,0
식당,카페(도심),F,27,3,17,화,소형갤러리,1
식당,카페(도심),M,44,10,11,목,미술관,1
식당,카페(도심),M,36,6,21,월,굽네치킨,1
식당,뚜레쥬르,M,57,2,3,수,공연/연극/문화센터,0
식당,카페(도심),M,20,11,14,목,유명사찰,0
식당,카페(도심),M,47,7,16,일,대형전시/박물관,0
식당,카페(도심),F,21,4,15,목,대형예술센터,0
식당,카페(도심),F,25,7,15,수,경양식,1
식당,카페(도심),F,53,3,20,월,카페띠아모,0
식당,카페(도심),F,56,5,4,화,일반부페,1
식당,카페(도심),F,25,3,23,목,대형기념관/묘역,1
식당,카페(도심),M,47,11,24,일,크리스피크림도넛,1
식당,떡집,F,29,11,12,월,유명사찰,1
식당,카페(도심),M,51,10,11,수,KFC,1
식당,카페(도심),F,55,4,24,일,일반부페,0
식당,카페(도심),M,40,3,21,화,서원/향교/서당,1
식당,떡집,F,55,10,4,금,T.G.I.프라이데이스,0
식당,카페(도심),F,53,2,24,화,초밥/롤전문,1
식당,카페(도심),M,23,12,23,월,고택/생가/민속마을,0
식당,카페(도심),F,19,5,11,금,프랑스음식,1
식당,카페(도심),F,34,8,22,수,인도음식,0
식당,카페(도심),M,23,5,2,월,곱창/양구이,0
식당,카페(도심),F,42,5,21,월,벌집삼겹살,0
식당,카페(도심),F,52,7,20,금,스타벅스,1
식당,카페(도심),M,41,2,9,화,파리바게뜨,0
식당,카페(도심),M,31,7,13,월,초밥/롤전문,0
식당,카페(도심),M,20,6,19,수,다방,1
식당,카페(도심),M,23,2,13,토,한정식,1
식당,카페(도심),M,25,8,2,금,프랑스음식,0
식당,카페(도심),F,28,6,21,목,BBQ치킨,0
식당,카페(도심),M,34,1,15,일,빕스,0
식당,카페(도심),F,35,12,6,토,카페(관광지),0
식당,카페(도심),M,41,5,4,토,햄버거/도너츠/샌드위치,1
식당,카페(도심),M,43,10,17,화,도미노피자,1
식당,떡집,F,35,3,21,금,카페띠아모,1
식당,카페(도심),M,53,10,2,수,동물원,0
식당,카페(도심),F,56,7,18,토,대형시민/도심공원,0
식당,카페(도심),M,16,6,13,화,투썸플레이스,0
식당,카페(도심),F,38,12,20,월,나뚜루,0
식당,카페(도심),F,26,5,14,토,보물,0
식당,카페(도심),F,41,9,4,수,벌집삼겹살,1
식당,카페(도심),F,59,2,10,토,테마공원/대형놀이공원,1
식당,카페(도심),F,59,10,2,금,프랑스음식,0
식당,카페(도심),F,18,9,10,일,곱창/양구이,1
식당,카페(도심),M,43,11,17,월,식물원,0
식당,카페(도심),M,26,5,9,목,미술관,1
식당,카페(도심),F,18,10,12,금,먹거리/패션거리,0
식당,카페(도심),F,42,1,4,월,맥도날드,1
식당,카페(도심),M,21,10,21,화,파파이스,1
식당,카페(도심),M,51,7,1,토,퓨전,0
식당,카페(도심),M,19,10,6,월,우동,1
식당,카페(도심),M,54,7,23,화,호텔부페,1
식당,카페(도심),F,39,7,19,목,로티보이,0
식당,카페(도심),M,23,8,24,수,던킨도너츠,0
식당,카페(도심),F,33,5,11,화,BBQ치킨,0
식당,떡집,M,27,10,15,금,T.G.I.프라이데이스,0
식당,카페(도심),M,29,11,13,일,유명사적/유적지,1
식당,카페(도심),F,29,8,24,목,미술관,1
식당,카페(도심),F,33,8,8,월,일반한식,0
식당,카페(도심),F,38,8,14,일,지역축제,0
식당,카페(도심),M,18,3,3,수,탐앤탐스,0
식당,카페(도심),F,37,6,2,금,갈비/불고기,1
식당,카페(도심),M,59,1,22,수,더후라이팬,0
식당,카페(도심),M,36,1,8,수,일반한식,1
식당,카페(도심),M,52,4,24,일,놀부부대찌개,0
식당,카페(도심),M,36,10,2,화,군락/서식지/생태보호구역,0
식당,카페(도심),M,18,1,10,목,동남아음식,0
식당,카페(도심),M,15,12,3,수,휴양림/수목원,1
식당,카페(도심),M,24,3,1,수,야식(24시간오픈),0
식당,카페(도심),F,44,2,17,토,카페띠아모,0
식당,카페(도심),F,48,3,5,토,투썸플레이스,1
식당,카페(도심),F,38,5,21,토,온천지역,1
식당,카페(도심),F,46,8,2,토,기타아이스크림,0
식당,카페(도심),F,43,4,11,수,한솥도시락,1
식당,뚜레쥬르,M,38,7,21,토,주커피,0
식당,카페(도심),F,20,11,11,일,대형예술센터,1
식당,카페(도심),M,24,10,21,토,뚜레쥬르,0
식당,카페(도심),M,44,8,24,금,이탈리아음식,0
식당,카페(도심),M,15,10,24,화,주커피,0
식당,카페(도심),M,44,10,7,토,투썸플레이스,1
